lr,lc,rc,ld,rd,lnnz,rnnz,sp_right_sm_todense,sp_smdm,total_sp_smdm,bz_smsm,bz_right_sm_todense,bz_smdm
138847,26064,5323,0.00078778,0.03,2850930,4162554,1137,46113,47250,34498,405,116383
100883,19361,2857,0.00041097,0.27,802715,14939784,600,8761,9361,33885,128,17456
133909,29650,11143,0.00952101,0.17,37802616,56171555,2451,1303947,1306398,816153,1678,2803943
90314,79836,19085,0.00082185,0.03,5925899,45711071,15885,278657,294542,206115,7087,730775
70094,61867,23852,0.00182521,0.005,7915102,7378372,9167,317594,326761,69313,6236,1028615
113424,5936,9464,0.00082282,0.13,554023,7304292,172,18685,18857,45741,124,43630
102978,88696,1633,0.00002483,0.25,226792,36225958,1539,3404,4943,7365,360,5520
112053,84912,15214,0.00078778,0.005,7495561,6459476,8306,331366,339672,45948,6352,793643
104040,52796,11297,0.00001651,0.1,90689,59646665,13834,40079,53913,9198,13673,34151
143145,6771,14880,0.00013363,0.25,129536,25192654,1025,27596,28621,39018,243,39361
19752,5998,36986,0.00031941,0.13,37848,28844166,6563,14359,20922,17687,433,21553
85454,49826,824,0.00047003,0.07,2001331,2875681,213,3432,3645,6517,126,11521
73228,31311,712,0.00182521,0.03,4184969,669062,65,5549,5614,4353,50,17587
27990,14511,16266,0.00163948,0.13,665920,30686207,1621,28554,30175,55084,590,62377
63926,58698,21431,0.00047003,0.03,1763726,37740518,12720,86094,98814,101397,5870,245909
88263,89988,2534,0.00078778,0.23,6257109,52448941,1801,58639,60440,59596,1186,111238
127492,67894,8994,0.00019487,0.07,1686812,42746615,10729,58923,69652,86096,2869,148601
44037,46903,4576,0.00034241,0.23,707257,49369804,1729,25689,27418,24740,1106,31645
116957,18109,5848,0.00491597,0.15,10412286,15887125,359,181132,181491,164020,294,392604
117129,37728,9504,0.00008429,0.1,372484,35857637,8341,31138,39479,34186,1032,29814
54745,18215,8454,0.00163948,0.3,1634891,46202415,1791,37951,39742,80632,559,76469
88155,79258,19942,0.00018467,0.005,1290299,7903096,8508,71163,79671,14398,8690,198703
58500,72396,2366,0.00491597,0.3,20820430,51394195,2051,77516,79567,113845,414,259288
78441,27920,14057,0.00952101,0.13,20851937,51025114,2700,520580,523280,434655,1899,1572873
136233,91496,888,0.00082185,0.05,10244319,4062949,209,35740,35949,18203,411,71834
134040,9258,2760,0.00491597,0.01,6100521,255554,61,57039,57100,12710,315,121570
94741,3356,15316,0.00491597,0.15,1563061,7710242,224,53350,53574,149334,118,151154
45728,52231,6071,0.00491597,0.2,11741599,63419426,6194,138506,144700,122161,15763,369161
25845,6614,29098,0.01084252,0.2,1853575,38494486,1928,78693,80621,146114,735,280707
94177,8312,10788,0.00031941,0.25,250056,22421007,897,19914,20811,56150,195,17318
147930,31432,996,0.00031941,0.07,1485205,2193518,303,5399,5702,9109,219,13536
